AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,"151,853,870",0.0,,,,,31.48,"65,470",0.3,13.97,17.14,23.11,37.01,58.40,"29,050","35,660","48,060","76,980","121,470",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,"10,495,770",0.4,,,,,66.23,"137,750",0.5,26.23,37.66,56.19,81.29,111.36,"54,550","78,330","116,880","169,090","231,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1000,Top Executives,minor,"3,751,510",0.4,,,,,65.43,"136,100",0.9,22.31,31.81,49.74,79.57,#,"46,400","66,170","103,460","165,500",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1010,Chief Executives,broad,"211,230",1.4,,,,,124.47,"258,900",0.7,38.46,62.90,99.37,#,#,"80,000","130,840","206,680",#,#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,"211,230",1.4,,,,,124.47,"258,900",0.7,38.46,62.90,99.37,#,#,"80,000","130,840","206,680",#,#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1020,General and Operations Managers,broad,"3,507,810",0.4,,,,,62.18,"129,330",0.9,22.28,31.34,48.69,77.06,111.59,"46,340","65,180","101,280","160,290","232,110",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1021,General and Operations Managers,detailed,"3,507,810",0.4,,,,,62.18,"129,330",0.9,22.28,31.34,48.69,77.06,111.59,"46,340","65,180","101,280","160,290","232,110",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1030,Legislators,broad,"32,460",1.7,,,,,*,"68,140",1.3,*,*,*,*,*,"21,010","28,810","47,290","82,200","129,510",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1031,Legislators,detailed,"32,460",1.7,,,,,*,"68,140",1.3,*,*,*,*,*,"21,010","28,810","47,290","82,200","129,510",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",minor,"1,070,030",1.5,,,,,76.90,"159,960",0.3,33.26,47.68,67.23,96.15,#,"69,170","99,180","139,850","199,990",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2010,Advertising and Promotions Managers,broad,"20,630",2.9,,,,,73.38,"152,620",2.7,30.57,42.70,63.40,90.64,#,"63,580","88,810","131,870","188,530",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2011,Advertising and Promotions Managers,detailed,"20,630",2.9,,,,,73.38,"152,620",2.7,30.57,42.70,63.40,90.64,#,"63,580","88,810","131,870","188,530",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2020,Marketing and Sales Managers,broad,"944,820",1.5,,,,,77.43,"161,040",0.3,33.01,47.97,68.17,97.11,#,"68,660","99,780","141,780","201,990",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2021,Marketing Managers,detailed,"368,940",1.8,,,,,80.00,"166,410",0.3,38.27,51.92,75.78,100.00,#,"79,600","108,000","157,620","208,000",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2022,Sales Managers,detailed,"575,880",1.3,,,,,75.77,"157,610",0.3,30.62,44.97,64.98,94.57,#,"63,700","93,540","135,160","196,700",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2030,Public Relations and Fundraising Managers,broad,"104,570",2.7,,,,,72.87,"151,570",0.9,35.59,46.24,62.73,85.66,#,"74,030","96,180","130,480","178,180",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2032,Public Relations Managers,detailed,"72,760",3.2,,,,,76.65,"159,420",1.0,36.61,47.69,64.79,92.23,#,"76,160","99,180","134,760","191,840",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2033,Fundraising Managers,detailed,"31,810",1.9,,,,,64.24,"133,620",0.9,33.08,41.77,57.31,78.20,102.27,"68,800","86,880","119,200","162,660","212,730",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3000,Operations Specialties Managers,minor,"2,513,900",0.6,,,,,74.59,"155,150",0.3,36.69,48.41,65.47,88.22,#,"76,320","100,690","136,170","183,500",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3010,Administrative Services and Facilities Managers,broad,"373,920",1.2,,,,,56.56,"117,650",0.3,29.74,38.54,50.44,66.45,86.41,"61,860","80,170","104,900","138,220","179,730",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3012,Administrative Services Managers,detailed,"242,520",1.3,,,,,58.27,"121,200",0.4,30.04,39.15,51.19,67.73,90.78,"62,470","81,420","106,470","140,870","188,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3013,Facilities Managers,detailed,"131,400",1.2,,,,,53.42,"111,110",0.4,29.25,37.56,49.20,64.42,81.26,"60,840","78,130","102,340","133,990","169,020",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3020,Computer and Information Systems Managers,broad,"592,600",0.5,,,,,86.88,"180,720",0.3,48.84,63.35,81.50,102.91,#,"101,590","131,770","169,510","214,050",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,"592,600",0.5,,,,,86.88,"180,720",0.3,48.84,63.35,81.50,102.91,#,"101,590","131,770","169,510","214,050",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3030,Financial Managers,broad,"787,340",1.0,,,,,84.05,"174,820",0.5,39.84,52.98,75.05,101.36,#,"82,870","110,190","156,100","210,830",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,"787,340",1.0,,,,,84.05,"174,820",0.5,39.84,52.98,75.05,101.36,#,"82,870","110,190","156,100","210,830",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3050,Industrial Production Managers,broad,"222,890",0.7,,,,,60.53,"125,900",0.3,34.62,44.03,56.24,72.70,91.58,"72,010","91,590","116,970","151,220","190,480",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3051,Industrial Production Managers,detailed,"222,890",0.7,,,,,60.53,"125,900",0.3,34.62,44.03,56.24,72.70,91.58,"72,010","91,590","116,970","151,220","190,480",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3060,Purchasing Managers,broad,"77,530",1.2,,,,,70.53,"146,710",0.4,40.15,50.62,65.57,82.75,103.45,"83,510","105,300","136,380","172,110","215,170",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3061,Purchasing Managers,detailed,"77,530",1.2,,,,,70.53,"146,710",0.4,40.15,50.62,65.57,82.75,103.45,"83,510","105,300","136,380","172,110","215,170",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3070,"Transportation, Storage, and Distribution Managers",broad,"198,780",0.7,,,,,53.79,"111,870",0.3,28.27,36.60,47.69,63.99,84.39,"58,810","76,120","99,200","133,090","175,530",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3071,"Transportation, Storage, and Distribution Managers",detailed,"198,780",0.7,,,,,53.79,"111,870",0.3,28.27,36.60,47.69,63.99,84.39,"58,810","76,120","99,200","133,090","175,530",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3110,Compensation and Benefits Managers,broad,"18,690",2.6,,,,,72.57,"150,940",1.2,36.81,49.30,65.57,87.03,110.56,"76,550","102,540","136,380","181,030","229,970",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3111,Compensation and Benefits Managers,detailed,"18,690",2.6,,,,,72.57,"150,940",1.2,36.81,49.30,65.57,87.03,110.56,"76,550","102,540","136,380","181,030","229,970",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3120,Human Resources Managers,broad,"200,600",1.3,,,,,74.39,"154,740",0.4,38.97,49.68,65.55,87.56,#,"81,060","103,340","136,350","182,120",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3121,Human Resources Managers,detailed,"200,600",1.3,,,,,74.39,"154,740",0.4,38.97,49.68,65.55,87.56,#,"81,060","103,340","136,350","182,120",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3130,Training and Development Managers,broad,"41,540",2.4,,,,,66.56,"138,450",0.4,35.29,45.31,60.12,80.19,105.80,"73,410","94,240","125,040","166,780","220,060",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3131,Training and Development Managers,detailed,"41,540",2.4,,,,,66.56,"138,450",0.4,35.29,45.31,60.12,80.19,105.80,"73,410","94,240","125,040","166,780","220,060",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9000,Other Management Occupations,minor,"3,160,340",0.8,,,,,56.91,"118,370",0.4,24.85,35.29,49.28,69.68,96.34,"51,690","73,390","102,510","144,930","200,390",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9010,"Farmers, Ranchers, and Other Agricultural Managers",broad,"6,150",4.7,,,,,43.35,"90,160",1.4,22.98,30.54,40.27,52.45,65.58,"47,800","63,510","83,770","109,090","136,410",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,"6,150",4.7,,,,,43.35,"90,160",1.4,22.98,30.54,40.27,52.45,65.58,"47,800","63,510","83,770","109,090","136,410",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9020,Construction Managers,broad,"329,190",2.9,,,,,56.23,"116,960",0.5,31.00,39.25,50.43,65.17,82.71,"64,480","81,640","104,900","135,550","172,040",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9021,Construction Managers,detailed,"329,190",2.9,,,,,56.23,"116,960",0.5,31.00,39.25,50.43,65.17,82.71,"64,480","81,640","104,900","135,550","172,040",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9030,Education and Childcare Administrators,broad,"584,630",0.4,,,,,51.84,"107,830",0.3,26.49,36.92,48.05,62.53,80.49,"55,100","76,790","99,940","130,070","167,430",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,"64,090",1.7,,,,,29.48,"61,320",1.1,17.57,21.36,26.10,33.34,45.62,"36,550","44,420","54,290","69,350","94,890",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,"302,580",0.6,,,,,*,"111,020",0.3,*,*,*,*,*,"70,050","83,050","103,460","131,180","163,010",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9033,"Education Administrators, Postsecondary",detailed,"167,270",0.3,,,,,58.66,"122,010",0.3,30.27,38.32,49.33,65.97,100.90,"62,970","79,700","102,610","137,230","209,870",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9039,"Education Administrators, All Other",detailed,"50,690",1.3,,,,,48.42,"100,720",0.7,23.78,31.16,42.53,57.75,76.06,"49,470","64,800","88,460","120,120","158,200",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9040,Architectural and Engineering Managers,broad,"207,800",2.1,,,,,82.83,"172,290",0.5,51.63,63.89,79.50,97.61,112.31,"107,390","132,890","165,370","203,030","233,590",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9041,Architectural and Engineering Managers,detailed,"207,800",2.1,,,,,82.83,"172,290",0.5,51.63,63.89,79.50,97.61,112.31,"107,390","132,890","165,370","203,030","233,590",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9050,Food Service Managers,broad,"246,070",2.1,,,,,33.45,"69,580",0.8,20.67,24.22,30.32,38.29,48.67,"42,990","50,390","63,060","79,630","101,240",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9051,Food Service Managers,detailed,"246,070",2.1,,,,,33.45,"69,580",0.8,20.67,24.22,30.32,38.29,48.67,"42,990","50,390","63,060","79,630","101,240",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9070,Entertainment and Recreation Managers,broad,"34,290",1.9,,,,,41.34,"85,980",1.1,21.04,26.64,36.16,48.43,65.39,"43,760","55,400","75,210","100,730","136,020",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9071,Gambling Managers,detailed,"4,590",1.6,,,,,47.24,"98,270",1.1,24.01,31.35,39.61,54.67,76.66,"49,940","65,210","82,380","113,720","159,440",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9072,"Entertainment and Recreation Managers, Except Gambling",detailed,"29,690",2.1,,,,,40.42,"84,080",1.2,20.54,25.71,35.32,47.68,64.27,"42,730","53,480","73,460","99,170","133,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9080,Lodging Managers,broad,"41,980",1.7,,,,,36.92,"76,790",1.1,18.88,23.74,31.42,42.27,61.10,"39,270","49,380","65,360","87,930","127,090",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9081,Lodging Managers,detailed,"41,980",1.7,,,,,36.92,"76,790",1.1,18.88,23.74,31.42,42.27,61.10,"39,270","49,380","65,360","87,930","127,090",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9110,Medical and Health Services Managers,broad,"515,100",0.6,,,,,64.64,"134,440",0.5,32.65,41.38,53.21,75.79,104.21,"67,900","86,080","110,680","157,640","216,750",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9111,Medical and Health Services Managers,detailed,"515,100",0.6,,,,,64.64,"134,440",0.5,32.65,41.38,53.21,75.79,104.21,"67,900","86,080","110,680","157,640","216,750",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9120,Natural Sciences Managers,broad,"96,520",1.5,,,,,81.31,"169,120",1.1,37.27,52.55,75.84,101.96,#,"77,520","109,300","157,740","212,080",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9121,Natural Sciences Managers,detailed,"96,520",1.5,,,,,81.31,"169,120",1.1,37.27,52.55,75.84,101.96,#,"77,520","109,300","157,740","212,080",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9130,Postmasters and Mail Superintendents,broad,"13,810",0.0,,,,,43.16,"89,770",0.0,38.01,39.90,42.63,45.99,50.45,"79,060","82,990","88,670","95,660","104,940",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9131,Postmasters and Mail Superintendents,detailed,"13,810",0.0,,,,,43.16,"89,770",0.0,38.01,39.90,42.63,45.99,50.45,"79,060","82,990","88,670","95,660","104,940",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9140,"Property, Real Estate, and Community Association Managers",broad,"284,120",1.1,,,,,37.69,"78,400",1.2,18.05,23.05,30.22,44.50,65.38,"37,540","47,940","62,850","92,560","135,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9141,"Property, Real Estate, and Community Association Managers",detailed,"284,120",1.1,,,,,37.69,"78,400",1.2,18.05,23.05,30.22,44.50,65.38,"37,540","47,940","62,850","92,560","135,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9150,Social and Community Service Managers,broad,"173,650",0.8,,,,,40.10,"83,400",0.7,23.50,29.26,37.03,47.47,61.32,"48,880","60,860","77,030","98,740","127,550",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9151,Social and Community Service Managers,detailed,"173,650",0.8,,,,,40.10,"83,400",0.7,23.50,29.26,37.03,47.47,61.32,"48,880","60,860","77,030","98,740","127,550",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9160,Emergency Management Directors,broad,"11,910",2.4,,,,,45.05,"93,690",0.5,24.20,30.11,40.37,53.94,72.87,"50,340","62,630","83,960","112,190","151,560",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9161,Emergency Management Directors,detailed,"11,910",2.4,,,,,45.05,"93,690",0.5,24.20,30.11,40.37,53.94,72.87,"50,340","62,630","83,960","112,190","151,560",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9170,Personal Service Managers,broad,"25,370",2.4,,,,,36.15,"75,190",1.5,17.72,23.57,31.02,43.43,57.57,"36,860","49,020","64,520","90,330","119,750",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9171,Funeral Home Managers,detailed,"14,200",2.5,,,,,40.77,"84,800",1.0,21.56,28.68,36.37,47.39,63.16,"44,830","59,650","75,660","98,560","131,360",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9179,"Personal Service Managers, All Other",detailed,"11,170",6.6,,,,,30.28,"62,980",2.6,14.90,19.91,27.68,35.41,48.03,"31,000","41,410","57,570","73,650","99,900",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9190,Miscellaneous Managers,broad,"589,750",1.3,,,,,70.35,"146,320",0.3,32.39,47.11,64.21,83.90,108.23,"67,370","97,990","133,560","174,510","225,120",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9199,"Managers, All Other",detailed,"589,750",1.3,,,,,70.35,"146,320",0.3,32.39,47.11,64.21,83.90,108.23,"67,370","97,990","133,560","174,510","225,120",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,"10,087,830",0.6,,,,,43.55,"90,580",0.3,21.86,28.65,38.00,50.66,67.55,"45,480","59,590","79,050","105,360","140,490",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1000,Business Operations Specialists,minor,"7,048,350",0.8,,,,,42.33,"88,040",0.3,21.55,28.20,37.74,50.33,65.78,"44,810","58,660","78,500","104,690","136,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",broad,"12,870",7.0,,,,,63.85,"132,810",4.5,22.65,29.94,40.82,62.46,#,"47,100","62,280","84,900","129,930",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,"12,870",7.0,,,,,63.85,"132,810",4.5,22.65,29.94,40.82,62.46,#,"47,100","62,280","84,900","129,930",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,broad,"477,980",1.0,,,,,37.43,"77,850",0.4,21.00,26.40,34.59,45.63,58.50,"43,680","54,910","71,950","94,910","121,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,detailed,"477,980",1.0,,,,,37.43,"77,850",0.4,21.00,26.40,34.59,45.63,58.50,"43,680","54,910","71,950","94,910","121,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,"302,450",0.9,,,,,36.43,"75,760",0.3,22.84,28.33,36.07,43.59,50.61,"47,510","58,920","75,020","90,670","105,260",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,"293,780",0.9,,,,,36.43,"75,770",0.3,22.79,28.26,36.08,43.80,50.69,"47,390","58,770","75,050","91,100","105,440",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1032,"Insurance Appraisers, Auto Damage",detailed,"8,670",4.7,,,,,36.37,"75,660",0.8,27.35,30.62,35.83,39.78,48.19,"56,890","63,690","74,520","82,740","100,240",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1040,Compliance Officers,broad,"383,620",0.4,,,,,38.55,"80,190",0.3,21.05,27.01,36.38,48.24,59.48,"43,790","56,180","75,670","100,340","123,710",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,"383,620",0.4,,,,,38.55,"80,190",0.3,21.05,27.01,36.38,48.24,59.48,"43,790","56,180","75,670","100,340","123,710",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1050,Cost Estimators,broad,"220,970",0.8,,,,,38.23,"79,520",0.5,21.55,27.47,35.94,46.51,59.87,"44,820","57,130","74,740","96,740","124,520",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,"220,970",0.8,,,,,38.23,"79,520",0.5,21.55,27.47,35.94,46.51,59.87,"44,820","57,130","74,740","96,740","124,520",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1070,Human Resources Workers,broad,"959,230",1.5,,,,,37.15,"77,260",0.3,20.75,25.07,33.42,45.55,59.78,"43,160","52,140","69,520","94,730","124,330",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,"895,970",1.6,,,,,36.57,"76,060",0.3,20.62,24.76,32.53,44.42,58.56,"42,900","51,510","67,650","92,390","121,800",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1074,Farm Labor Contractors,detailed,460,24.9,,,,,24.71,"51,400",10.9,12.84,15.37,21.98,30.76,43.10,"26,700","31,970","45,730","63,980","89,640",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,"62,800",1.1,,,,,45.49,"94,620",0.9,23.25,31.56,43.26,57.99,67.08,"48,360","65,650","89,980","120,610","139,520",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1080,Logisticians and Project Management Specialists,broad,"1,176,100",1.1,,,,,48.55,"100,980",0.5,26.13,33.62,45.49,60.81,76.58,"54,350","69,920","94,630","126,480","159,290",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,"228,470",0.9,,,,,40.69,"84,640",0.4,23.07,29.54,38.17,48.99,61.80,"47,990","61,440","79,400","101,890","128,550",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1082,Project Management Specialists,detailed,"947,630",1.2,,,,,50.44,"104,920",0.5,27.65,35.62,47.39,62.35,78.39,"57,500","74,100","98,580","129,690","163,040",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1110,Management Analysts,broad,"838,140",1.6,,,,,55.54,"115,530",1.4,27.81,35.84,47.80,62.89,82.83,"57,840","74,540","99,410","130,800","172,280",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,"838,140",1.6,,,,,55.54,"115,530",1.4,27.81,35.84,47.80,62.89,82.83,"57,840","74,540","99,410","130,800","172,280",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1120,"Meeting, Convention, and Event Planners",broad,"122,130",1.3,,,,,29.94,"62,280",0.7,16.54,20.89,27.36,35.82,47.60,"34,410","43,450","56,920","74,510","99,010",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,"122,130",1.3,,,,,29.94,"62,280",0.7,16.54,20.89,27.36,35.82,47.60,"34,410","43,450","56,920","74,510","99,010",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1130,Fundraisers,broad,"101,730",2.3,,,,,34.02,"70,760",0.8,18.96,23.83,30.85,39.96,51.30,"39,440","49,560","64,160","83,120","106,700",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,"101,730",2.3,,,,,34.02,"70,760",0.8,18.96,23.83,30.85,39.96,51.30,"39,440","49,560","64,160","83,120","106,700",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad,"99,850",1.3,,,,,38.76,"80,620",0.9,22.14,27.35,35.83,47.10,61.22,"46,050","56,890","74,530","97,960","127,340",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,"99,850",1.3,,,,,38.76,"80,620",0.9,22.14,27.35,35.83,47.10,61.22,"46,050","56,890","74,530","97,960","127,340",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1150,Training and Development Specialists,broad,"403,480",0.7,,,,,34.60,"71,980",0.5,17.33,22.84,30.94,42.26,55.84,"36,050","47,510","64,340","87,890","116,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,"403,480",0.7,,,,,34.60,"71,980",0.5,17.33,22.84,30.94,42.26,55.84,"36,050","47,510","64,340","87,890","116,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1160,Market Research Analysts and Marketing Specialists,broad,"846,370",0.9,,,,,40.00,"83,190",0.4,19.25,25.40,35.90,49.26,65.89,"40,040","52,840","74,680","102,450","137,040",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,"846,370",0.9,,,,,40.00,"83,190",0.4,19.25,25.40,35.90,49.26,65.89,"40,040","52,840","74,680","102,450","137,040",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1190,Miscellaneous Business Operations Specialists,broad,"1,103,440",0.4,,,,,42.85,"89,130",0.4,21.33,28.37,38.26,51.10,67.45,"44,370","59,010","79,590","106,300","140,300",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1199,"Business Operations Specialists, All Other",detailed,"1,103,440",0.4,,,,,42.85,"89,130",0.4,21.33,28.37,38.26,51.10,67.45,"44,370","59,010","79,590","106,300","140,300",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2000,Financial Specialists,minor,"3,039,480",0.5,,,,,46.37,"96,460",0.4,22.60,29.44,38.50,51.69,76.14,"47,000","61,240","80,090","107,520","158,360",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2010,Accountants and Auditors,broad,"1,435,770",0.4,,,,,43.65,"90,780",0.3,24.25,30.15,38.41,49.99,66.00,"50,440","62,720","79,880","103,990","137,280",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,"1,435,770",0.4,,,,,43.65,"90,780",0.3,24.25,30.15,38.41,49.99,66.00,"50,440","62,720","79,880","103,990","137,280",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,broad,"62,090",6.0,,,,,36.59,"76,110",4.7,17.42,22.39,29.63,40.19,56.05,"36,230","46,560","61,630","83,600","116,580",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,"62,090",6.0,,,,,36.59,"76,110",4.7,17.42,22.39,29.63,40.19,56.05,"36,230","46,560","61,630","83,600","116,580",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2030,Budget Analysts,broad,"47,310",0.6,,,,,43.69,"90,880",0.4,27.29,32.95,40.84,51.67,63.29,"56,760","68,540","84,940","107,470","131,630",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,"47,310",0.6,,,,,43.69,"90,880",0.4,27.29,32.95,40.84,51.67,63.29,"56,760","68,540","84,940","107,470","131,630",,
